"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg2_per_g","fg2a_per_g","fg3_per_g","fg3a_per_g","ft_per_g","fta_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","fg_per_min","fga_per_min","fg2_per_min","fg2a_per_min","fg3_per_min","fg3a_per_min","ft_per_min","fta_per_min","trb_per_min","ast_per_min","stl_per_min","blk_per_min","tov_per_min","pf_per_min","pts_per_min","fg_per_poss","fga_per_poss","fg_pct","fg2_per_poss","fg2a_per_poss","fg2_pct","fg3_per_poss","fg3a_per_poss","fg3_pct","ft_per_poss","fta_per_poss","ft_pct","trb_per_poss","ast_per_poss","stl_per_poss","blk_per_poss","tov_per_poss","pf_per_poss","pts_per_poss","off_rtg","def_rtg","mp","per","ts_pct","efg_pct","fg3a_per_fga_pct","fta_per_fga_pct","pprod","orb_pct","drb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ows","dws","ws","ws_per_40","obpm","dbpm","bpm","games","school_link","conf_link","player_stats$link[i]","Year","orb_per_g","drb_per_g","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","g"
"Derrick Alston",21.2191780821918,"Center","1991-92",31.7,5.3,9.6,5.3,9.5,0,0,2.8,5.4,7.8,1.5,1.1,2.1,3.1,3.2,13.4,6.03,12.1,6.03,12,0,0,3.24,6.8,8.82,1.71,1.26,2.34,3.6,3.69,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,0.556,0.004,0.563,NA,NA,NA,NA,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/duquesne/1992.html","http://www.sports-reference.com/cbb/conferences/atlantic-10/1992.html","http://www.basketball-reference.com/players/a/alstode01.html",2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
"Derrick Alston",21.2191780821918,"Center","1992-93",34.3,7.6,13.6,7.6,13.5,0,0,4.6,8,9.3,1.1,1.4,2.1,3.1,3.6,19.9,8.01,15.8,8.01,15.8,0,0,4.77,9.3,9.81,1.17,1.44,2.25,3.24,3.78,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573,0.564,0.003,0.587,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/duquesne/1993.html","http://www.sports-reference.com/cbb/conferences/midwestern-collegiate/1993.html","http://www.basketball-reference.com/players/a/alstode01.html",2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"Derrick Alston",21.2191780821918,"Center","1993-94",36,8.2,14.1,8.2,14.1,0,0,5,8.3,7.3,1.4,1.6,1.8,3.1,3.2,21.3,8.19,15.7,8.19,15.7,0,0,4.95,9.2,7.29,1.35,1.62,1.8,3.15,3.24,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.578,0.002,0.585,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/duquesne/1994.html","http://www.sports-reference.com/cbb/conferences/atlantic-10/1994.html","http://www.basketball-reference.com/players/a/alstode01.html",2094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"Anthony Goldwire",22.2657534246575,"Point Guard","1992-93",37,4.6,10.4,3.8,7.5,0.8,2.9,4.1,5.3,3.1,5.7,3.4,0.2,1.9,2.3,14.2,4.5,11.3,3.69,8.1,0.81,3.2,4.05,5.7,2.97,5.49,3.33,0.18,1.89,2.25,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.484,0.281,0.505,NA,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/houston/1993.html","http://www.sports-reference.com/cbb/conferences/swc/1993.html","http://www.basketball-reference.com/players/g/goldwan01.html",2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"Anthony Goldwire",22.2657534246575,"Point Guard","1993-94",36.9,5.3,13.6,4,9,1.4,4.6,5.1,6.3,3.7,6.1,2.1,0,3.6,2.4,17.1,5.22,14.7,3.87,9.8,1.35,4.9,4.95,6.9,3.6,5.94,2.07,0,3.51,2.43,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518,0.444,0.336,0.467,NA,NA,NA,NA,NA,NA,NA,17.7,NA,NA,NA,NA,NA,NA,NA,NA,27,"http://www.sports-reference.com/cbb/schools/houston/1994.html","http://www.sports-reference.com/cbb/conferences/swc/1994.html","http://www.basketball-reference.com/players/g/goldwan01.html",2094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
"Sam Cassell",23.4658675799087,"Point Guard","1991-92",33.7,6.6,14.6,4.8,9.4,1.9,5.3,3.2,4.6,4.5,3.8,1.8,0.3,3,3.5,18.4,7.11,17.4,5.13,11.1,1.98,6.3,3.42,5.4,4.86,4.14,1.89,0.27,3.15,3.69,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547,0.518,0.361,0.313,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,31,"http://www.sports-reference.com/cbb/schools/florida-state/1992.html","http://www.sports-reference.com/cbb/conferences/acc/1992.html","http://www.basketball-reference.com/players/c/cassesa01.html",2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"Sam Cassell",23.4658675799087,"Point Guard","1992-93",37.1,6.7,13.3,5.3,9.6,1.4,3.7,3.5,4.6,4.3,4.9,2.8,0.3,2.8,3.1,18.3,6.48,14.4,5.13,10.3,1.35,4,3.42,5,4.23,4.68,2.7,0.27,2.7,3.06,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,0.556,0.281,0.348,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/florida-state/1993.html","http://www.sports-reference.com/cbb/conferences/acc/1993.html","http://www.basketball-reference.com/players/c/cassesa01.html",2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
"Lucious Harris",22.5480593607306,"Shooting Guard and Point Guard","1989-90",29.5,4.6,10.7,3.2,6.4,1.4,4.3,3.7,5.3,4.8,1.6,1.5,0.2,1.6,2,14.3,5.58,14.5,3.87,8.7,1.71,5.8,4.5,7.2,5.76,1.98,1.89,0.18,1.98,2.43,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541,0.496,0.398,0.497,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/long-beach-state/1990.html","http://www.sports-reference.com/cbb/conferences/big-west/1990.html","http://www.basketball-reference.com/players/h/harrilu01.html",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"Lucious Harris",22.5480593607306,"Shooting Guard and Point Guard","1990-91",33.6,6.5,16.3,4.7,10.9,1.8,5.5,5,7.1,4.7,2.5,1.7,0.1,2.8,2.3,19.7,6.93,19.4,5.04,12.9,1.89,6.5,5.4,8.5,5.04,2.61,1.8,0.09,3.06,2.43,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.451,0.335,0.438,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/long-beach-state/1991.html","http://www.sports-reference.com/cbb/conferences/big-west/1991.html","http://www.basketball-reference.com/players/h/harrilu01.html",2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
"Lucious Harris",22.5480593607306,"Shooting Guard and Point Guard","1991-92",37.7,6.6,13.9,5.1,10,1.4,3.9,4.2,5.8,4.3,3.2,1.5,0.3,2,2.3,18.8,6.3,14.8,4.86,10.6,1.35,4.1,4.05,6.1,4.14,3.06,1.44,0.27,1.89,2.16,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564,0.523,0.28,0.414,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/long-beach-state/1992.html","http://www.sports-reference.com/cbb/conferences/big-west/1992.html","http://www.basketball-reference.com/players/h/harrilu01.html",2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"Lucious Harris",22.5480593607306,"Shooting Guard and Point Guard","1992-93",36.4,7.8,14.9,5.6,9.4,2.3,5.5,5.1,6.6,5.3,2.5,1.8,0.2,2.1,1.5,23.1,7.74,16.4,5.49,10.3,2.25,6.1,5.04,7.3,5.22,2.43,1.8,0.18,2.07,1.53,25.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639,0.601,0.37,0.444,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,NA,32,"http://www.sports-reference.com/cbb/schools/long-beach-state/1993.html","http://www.sports-reference.com/cbb/conferences/big-west/1993.html","http://www.basketball-reference.com/players/h/harrilu01.html",2093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
"Chris Smith",22.041095890411,"Shooting Guard and Point Guard","1988-89",28.6,3.8,9.4,2.4,5.9,1.4,3.6,0.9,1.6,2.8,3,1.3,0.2,1.4,2.5,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405,NA,NA,0.418,NA,NA,0.385,NA,NA,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,829,NA,0.487,0.478,0.38,0.168,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/connecticut/1989.html","http://www.sports-reference.com/cbb/conferences/big-east/1989.html","http://www.basketball-reference.com/players/s/smithch03.html",2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Smith",22.041095890411,"Shooting Guard and Point Guard","1989-90",33,5.6,13.4,3.6,8.2,2,5.2,3.9,4.9,2.5,3.6,1.7,0.2,2.2,2.4,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417,NA,NA,0.433,NA,NA,0.393,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,1221,NA,0.546,0.493,0.385,0.363,NA,NA,NA,NA,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA,37,"http://www.sports-reference.com/cbb/schools/connecticut/1990.html","http://www.sports-reference.com/cbb/conferences/big-east/1990.html","http://www.basketball-reference.com/players/s/smithch03.html",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Smith",22.041095890411,"Shooting Guard and Point Guard","1990-91",36.5,6.7,15.3,5.2,11.5,1.5,3.8,4,5.5,2.9,3.4,1.8,0.5,2.6,2,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439,NA,NA,0.454,NA,NA,0.393,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,NA,0.527,0.487,0.247,0.361,NA,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,31,"http://www.sports-reference.com/cbb/schools/connecticut/1991.html","http://www.sports-reference.com/cbb/conferences/big-east/1991.html","http://www.basketball-reference.com/players/s/smithch03.html",2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chris Smith",22.041095890411,"Shooting Guard and Point Guard","1991-92",36.3,6.7,16.2,4,9.8,2.7,6.4,5.1,6.3,3.3,3.7,1.2,0.5,2.8,1.8,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415,NA,NA,0.412,NA,NA,0.42,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090,NA,0.552,0.498,0.396,0.39,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/connecticut/1992.html","http://www.sports-reference.com/cbb/conferences/big-east/1992.html","http://www.basketball-reference.com/players/s/smithch03.html",2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Geiger",22.2767123287671,"Center","1987-88",19.9,2.7,5.2,2.7,NA,0,NA,1.1,1.7,4.1,0.8,0.4,0.3,2.1,2.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,NA,0.537,0.513,NA,0.321,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/auburn/1988.html","http://www.sports-reference.com/cbb/conferences/sec/1988.html","http://www.basketball-reference.com/players/g/geigema01.html",2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Geiger",22.2767123287671,"Center","1988-89",28.8,6.1,12,6.1,11.9,0,0.1,3.8,5.5,6.6,1.1,0.6,0.9,3.3,3.9,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504,NA,NA,0.511,NA,NA,0,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,NA,0.544,0.504,0.012,0.457,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/auburn/1989.html","http://www.sports-reference.com/cbb/conferences/sec/1989.html","http://www.basketball-reference.com/players/g/geigema01.html",2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Geiger",22.2767123287671,"Center","1990-91",26.3,4.8,8.8,4.8,8.7,0,0.1,1.8,2.7,6.4,1,0.2,1.1,2,2.9,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.549,NA,NA,0.556,NA,NA,0,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,NA,0.569,0.549,0.013,0.308,NA,NA,NA,NA,NA,NA,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA,27,"http://www.sports-reference.com/cbb/schools/georgia-tech/1991.html","http://www.sports-reference.com/cbb/conferences/acc/1991.html","http://www.basketball-reference.com/players/g/geigema01.html",2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Matt Geiger",22.2767123287671,"Center","1991-92",27.2,4.7,7.7,4.7,7.7,0,0.1,2.4,3.4,7.3,1.1,0.7,1.9,1.9,2.9,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611,NA,NA,0.616,NA,NA,0,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,NA,0.634,0.611,0.007,0.441,NA,NA,NA,NA,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/georgia-tech/1992.html","http://www.sports-reference.com/cbb/conferences/acc/1992.html","http://www.basketball-reference.com/players/g/geigema01.html",2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victor Alexander",21.2493150684931,"Center","1987-88",5.2,0.8,1.3,0.8,NA,0,NA,0.1,0.3,0.7,0.2,0.1,0.2,0.3,0.8,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,0.594,0.6,NA,0.2,NA,NA,NA,NA,NA,NA,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA,23,"http://www.sports-reference.com/cbb/schools/iowa-state/1988.html","http://www.sports-reference.com/cbb/conferences/big-8/1988.html","http://www.basketball-reference.com/players/a/alexavi01.html",2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victor Alexander",21.2493150684931,"Center","1988-89",31.8,8.3,14.2,8.3,NA,0,NA,3.3,5.1,8.8,1.2,0.9,1,2.8,3,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,923,NA,0.598,0.583,NA,0.362,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,NA,NA,29,"http://www.sports-reference.com/cbb/schools/iowa-state/1989.html","http://www.sports-reference.com/cbb/conferences/big-8/1989.html","http://www.basketball-reference.com/players/a/alexavi01.html",2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victor Alexander",21.2493150684931,"Center","1989-90",31.7,8.1,13.8,8.1,13.8,0,0,3.6,6.2,8.7,1.5,0.5,1.2,1.3,2.3,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585,NA,NA,0.587,NA,NA,0,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,887,NA,0.59,0.585,0.003,0.448,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,28,"http://www.sports-reference.com/cbb/schools/iowa-state/1990.html","http://www.sports-reference.com/cbb/conferences/big-8/1990.html","http://www.basketball-reference.com/players/a/alexavi01.html",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Victor Alexander",21.2493150684931,"Center","1990-91",32.9,9.5,14.4,9.5,NA,0,NA,4.4,6.5,9,1.2,1.1,1.6,2.7,2.5,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,NA,0.669,0.659,NA,0.451,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,NA,NA,NA,31,"http://www.sports-reference.com/cbb/schools/iowa-state/1991.html","http://www.sports-reference.com/cbb/conferences/big-8/1991.html","http://www.basketball-reference.com/players/a/alexavi01.html",2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LaBradford Smith",22.1615296803653,"Shooting Guard","1987-88",28.3,3.9,8.1,3.1,5.3,0.8,2.9,4.1,4.5,2.5,4.5,1.5,0.1,4.3,2.8,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477,NA,NA,0.584,NA,NA,0.28,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,990,NA,0.615,0.526,0.351,0.554,NA,NA,NA,NA,NA,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/louisville/1988.html","http://www.sports-reference.com/cbb/conferences/metro/1988.html","http://www.basketball-reference.com/players/s/smithla02.html",2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LaBradford Smith",22.1615296803653,"Shooting Guard","1988-89",29.8,3.8,8.2,2.8,5.5,1,2.6,3.4,3.9,2.3,5.6,1.2,0,3.5,2.8,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465,NA,NA,0.508,NA,NA,0.372,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,984,NA,0.596,0.524,0.32,0.48,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,33,"http://www.sports-reference.com/cbb/schools/louisville/1989.html","http://www.sports-reference.com/cbb/conferences/metro/1989.html","http://www.basketball-reference.com/players/s/smithla02.html",2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LaBradford Smith",22.1615296803653,"Shooting Guard","1989-90",33.3,4.5,9.1,3.6,6.5,0.9,2.6,3.5,4.1,3.3,6.5,0.6,0.1,3.5,2.4,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497,NA,NA,0.555,NA,NA,0.352,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167,NA,0.61,0.547,0.286,0.45,NA,NA,NA,NA,NA,NA,NA,24.3,NA,NA,NA,NA,NA,NA,NA,NA,35,"http://www.sports-reference.com/cbb/schools/louisville/1990.html","http://www.sports-reference.com/cbb/conferences/metro/1990.html","http://www.basketball-reference.com/players/s/smithla02.html",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LaBradford Smith",22.1615296803653,"Shooting Guard","1990-91",34.4,5.8,12,4.5,8.3,1.3,3.6,3.8,4.6,3.7,4.9,2.1,0.2,3.6,2.8,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482,NA,NA,0.536,NA,NA,0.358,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,1031,NA,0.587,0.536,0.304,0.382,NA,NA,NA,NA,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,30,"http://www.sports-reference.com/cbb/schools/louisville/1991.html","http://www.sports-reference.com/cbb/conferences/metro/1991.html","http://www.basketball-reference.com/players/s/smithla02.html",2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donald Hodge",22.262899543379,"Power Forward and Center","1989-90",36.1,5.3,9.8,5.3,NA,0,NA,4.5,6.3,8.2,0.7,0.8,0.7,2.4,2.6,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118,NA,0.59,0.541,NA,0.644,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,31,"http://www.sports-reference.com/cbb/schools/temple/1990.html","http://www.sports-reference.com/cbb/conferences/atlantic-10/1990.html","http://www.basketball-reference.com/players/h/hodgedo01.html",2090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Donald Hodge",22.262899543379,"Power Forward and Center","1990-91",34.9,4.3,8.1,4.3,NA,0,NA,3,4.1,6.9,1,0.7,0.9,1.6,2.4,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187,NA,0.578,0.535,NA,0.513,NA,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,34,"http://www.sports-reference.com/cbb/schools/temple/1991.html","http://www.sports-reference.com/cbb/conferences/atlantic-10/1991.html","http://www.basketball-reference.com/players/h/hodgedo01.html",2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sean Green",21.3259132420091,"Shooting Guard","1987-88",12.7,1.7,4.6,0.7,2.1,1,2.4,0.3,0.4,1,0,0.3,0,0.9,1.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,NA,NA,0.333,NA,NA,0.412,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,0.494,0.484,0.531,0.094,NA,NA,NA,NA,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,7,"http://www.sports-reference.com/cbb/schools/north-carolina-state/1988.html","http://www.sports-reference.com/cbb/conferences/acc/1988.html","http://www.basketball-reference.com/players/g/greense01.html",2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sean Green",21.3259132420091,"Shooting Guard","1988-89",24.8,5.2,12.7,4,8.9,1.1,3.8,1.6,2.4,4,0.6,1.5,0.3,1.7,1.8,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409,NA,NA,0.456,NA,NA,0.299,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,NA,0.475,0.454,0.299,0.189,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,23,"http://www.sports-reference.com/cbb/schools/iona/1989.html","http://www.sports-reference.com/cbb/conferences/maac/1989.html","http://www.basketball-reference.com/players/g/greense01.html",2089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
