"Player","DraftAge","Position","season","mp_per_g","fg_per_g","fga_per_g","fg3_per_g","fg3a_per_g","fg2_per_g","fg2a_per_g","efg_pct","ft_per_g","fta_per_g","orb_per_g","drb_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","tov_per_g","pf_per_g","pts_per_g","mp","fg_per_mp","fga_per_mp","fg3_per_mp","fg3a_per_mp","fg2_per_mp","fg2a_per_mp","ft_per_mp","fta_per_mp","orb_per_mp","drb_per_mp","trb_per_mp","ast_per_mp","stl_per_mp","blk_per_mp","tov_per_mp","pf_per_mp","pts_per_mp","games","player_stats$link[i]","Year"
"Giorgos Printezis",22.2711187214612,"Forward","2005-06",12.5,2.2,3.7,0.3,0.9,1.9,2.8,0.636,1.2,1.8,0.8,1.7,2.5,0.4,0.5,0.3,0.7,1.5,5.9,274,6.3,10.6,0.9,2.5,5.4,8.1,3.5,5.3,2.4,5,7.4,1.1,1.3,0.9,2,4.5,17.1,22,"http://www.basketball-reference.com/players/p/printgi01.html",2006
"Giorgos Printezis",22.2711187214612,"Forward","2006-07",21.3,4.6,8.5,0.8,2.1,3.8,6.3,0.591,1.5,2.2,1.3,2.7,4,0.9,0.5,0.3,1.4,1.8,11.5,510,7.8,14.3,1.4,3.6,6.4,10.7,2.6,3.7,2.1,4.6,6.7,1.5,0.8,0.6,2.3,3,19.6,24,"http://www.basketball-reference.com/players/p/printgi01.html",2007
"Giorgos Printezis",22.2711187214612,"Forward","2007-08",19.7,3.3,5.8,0.2,0.8,3,5,0.584,1.1,1.5,1.1,2.6,3.8,1.1,0.4,0.2,0.9,2.2,7.9,885,6,10.6,0.4,1.4,5.5,9.2,2,2.8,2.1,4.8,6.9,2,0.8,0.4,1.7,4.1,14.4,45,"http://www.basketball-reference.com/players/p/printgi01.html",2008
"Giorgos Printezis",22.2711187214612,"Forward","2008-09",19,3.9,6.4,0.4,0.9,3.5,5.5,0.637,1.3,1.9,0.9,2.6,3.5,0.7,0.5,0.1,1.1,1.9,9.5,799,7.4,12.2,0.7,1.7,6.7,10.5,2.4,3.5,1.7,4.9,6.6,1.4,1,0.2,2.1,3.6,17.9,42,"http://www.basketball-reference.com/players/p/printgi01.html",2009
"Giorgos Printezis",22.2711187214612,"Forward","2009-10",22.3,4.5,8.7,0.5,1.8,4,7,0.546,1.2,1.4,1.2,2.4,3.6,0.9,0.7,0.2,1.5,1.6,10.7,891,7.3,14.1,0.8,2.8,6.5,11.2,1.9,2.3,1.9,3.9,5.7,1.5,1.1,0.3,2.5,2.6,17.2,40,"http://www.basketball-reference.com/players/p/printgi01.html",2010
"Giorgos Printezis",22.2711187214612,"Forward","2010-11",14.2,2.4,5.6,0.3,1.6,2,4.1,0.449,0.9,1.2,0.8,1.5,2.3,0.5,0.4,0.1,0.8,1.4,6,467,6,14.3,0.8,4,5.2,10.3,2.3,3,2,3.9,5.9,1.4,0.9,0.3,2.2,3.5,15.2,33,"http://www.basketball-reference.com/players/p/printgi01.html",2011
"Giorgos Printezis",22.2711187214612,"Forward","2011-12",21.4,4.4,7.7,0.8,2.4,3.6,5.4,0.626,2.2,2.8,1.2,2.9,4.1,1.2,0.6,0.2,1,1.7,11.9,962,7.4,13,1.4,4,6,9.1,3.7,4.7,2.1,4.9,7,2,1,0.3,1.6,2.9,20,45,"http://www.basketball-reference.com/players/p/printgi01.html",2012
"Giorgos Printezis",22.2711187214612,"Forward","2012-13",21.4,4.8,9.4,1,3.3,3.8,6.1,0.568,1.3,1.7,1.2,3.4,4.5,1.2,0.3,0.1,1,1.5,12,1135,8.1,15.8,1.7,5.6,6.4,10.2,2.2,2.8,2,5.7,7.6,2.1,0.5,0.2,1.6,2.6,20.1,53,"http://www.basketball-reference.com/players/p/printgi01.html",2013
"Giorgos Printezis",22.2711187214612,"Forward","2013-14",20.2,4.2,8.9,0.7,2.4,3.5,6.5,0.513,1.3,1.9,1.4,3.4,4.7,1,0.5,0.2,0.9,1.5,10.5,847,7.5,15.9,1.3,4.3,6.2,11.6,2.4,3.4,2.4,6,8.4,1.7,0.9,0.3,1.5,2.7,18.7,42,"http://www.basketball-reference.com/players/p/printgi01.html",2014
"Giorgos Printezis",22.2711187214612,"Forward","2014-15",23.6,4.5,8.8,1.1,3,3.4,5.8,0.573,1.7,2.3,0.9,3.3,4.2,1.1,0.4,0.1,1.1,1.8,11.8,825,6.9,13.5,1.7,4.6,5.2,8.9,2.5,3.6,1.4,5,6.4,1.7,0.6,0.2,1.6,2.7,18,35,"http://www.basketball-reference.com/players/p/printgi01.html",2015
"Giorgos Printezis",22.2711187214612,"Forward","2015-16",22.7,4.6,9,0.8,2.1,3.9,6.9,0.553,1.7,2.7,1.4,3.6,5,1.4,0.4,0.2,1,2.3,11.7,906,7.3,14.3,1.2,3.3,6.1,11,2.7,4.3,2.2,5.7,7.9,2.1,0.7,0.2,1.6,3.6,18.6,40,"http://www.basketball-reference.com/players/p/printgi01.html",2016
"Giorgos Printezis",22.2711187214612,"Forward","2016-17",22.8,4.4,9.4,0.7,1.8,3.7,7.6,0.505,1.4,2.4,1.2,3.3,4.5,1.1,0.7,0.2,0.8,1.8,11,891,6.9,14.9,1.1,2.8,5.8,12,2.3,3.8,1.9,5.2,7.1,1.7,1.1,0.2,1.3,2.9,17.3,39,"http://www.basketball-reference.com/players/p/printgi01.html",2017
"Milovan Rakovic",22.2793378995434,"Center","2009-10",27,6.3,13.8,0,0,6.3,13.8,0.458,1.7,2.2,2.3,3.7,6,1.5,1,0.3,2.3,3,14.3,162,8.4,18.4,0,0,8.4,18.4,2.2,2.9,3.1,4.9,8,2,1.3,0.4,3.1,4,19.1,6,"http://www.basketball-reference.com/players/r/rakovmi01.html",2010
"Milovan Rakovic",22.2793378995434,"Center","2010-11",16.7,3.6,6,0,0,3.6,6,0.591,0.9,1.3,1.4,2.4,3.7,0.6,0.9,0.2,1.9,2.6,8,820,7.7,13,0,0,7.7,13,1.9,2.8,2.9,5.1,8,1.2,2,0.4,4,5.5,17.3,49,"http://www.basketball-reference.com/players/r/rakovmi01.html",2011
"Milovan Rakovic",22.2793378995434,"Center","2011-12",15.5,3,5.8,0,0,3,5.8,0.522,1.1,1.9,1,1.6,2.6,0.4,0.6,0.3,0.9,3.1,7.1,248,7,13.4,0,0,7,13.4,2.5,4.4,2.3,3.8,6.1,1,1.3,0.7,2,7.1,16.4,16,"http://www.basketball-reference.com/players/r/rakovmi01.html",2012
"Milovan Rakovic",22.2793378995434,"Center","2012-13",15.4,2.7,5.2,0,0.1,2.7,5.1,0.526,1.1,1.6,0.8,2.2,3,0.4,0.6,0.1,0.9,2.8,6.5,678,6.3,12.1,0.1,0.2,6.3,11.9,2.6,3.7,1.9,5.1,7,0.9,1.3,0.2,2.1,6.6,15.3,44,"http://www.basketball-reference.com/players/r/rakovmi01.html",2013
"Milovan Rakovic",22.2793378995434,"Center","2015-16",14.3,1.9,4.3,0,0.1,1.9,4.1,0.433,0.4,0.6,0.3,2,2.3,0.7,0.4,0,1,2.9,4.1,200,4.7,10.8,0,0.4,4.7,10.4,1.1,1.6,0.7,5,5.8,1.8,1.1,0,2.5,7.4,10.4,14,"http://www.basketball-reference.com/players/r/rakovmi01.html",2016
"Andrea Bargnani",20.4027397260274,"Power Forward and Center","2003-04",8.4,1.3,2.1,0.3,0.8,0.9,1.4,0.662,0.6,1,0.5,1,1.5,0.2,0.3,0.2,0.6,1.3,3.4,135,5.3,9.1,1.3,3.2,4,5.9,2.4,4.3,2.1,4.3,6.4,0.8,1.3,0.8,2.4,5.3,14.4,16,"http://www.basketball-reference.com/players/b/bargnan01.html",2004
"Andrea Bargnani",20.4027397260274,"Power Forward and Center","2004-05",11.6,1.8,3.8,0.5,1.3,1.3,2.5,0.541,0.9,1.5,0.8,1.7,2.5,0.4,0.7,0.4,0.8,1.7,5,372,5.6,11.8,1.5,4,4.1,7.8,2.7,4.5,2.5,5.2,7.7,1.3,2.1,1.2,2.3,5.3,15.5,32,"http://www.basketball-reference.com/players/b/bargnan01.html",2005
"Andrea Bargnani",20.4027397260274,"Power Forward and Center","2005-06",22.1,4,8.1,1.3,3.3,2.7,4.8,0.578,2.2,2.9,1.6,3.4,5,0.4,1.4,1.2,1.7,3.1,11.6,1148,6.6,13.2,2.1,5.4,4.5,7.9,3.6,4.8,2.7,5.5,8.2,0.7,2.3,1.9,2.7,5,18.9,52,"http://www.basketball-reference.com/players/b/bargnan01.html",2006
"Andrea Bargnani",20.4027397260274,"Power Forward and Center","2016-17",18.4,3.8,8.2,0.9,2.1,2.9,6.1,0.511,1.7,2.1,0.4,1.8,2.1,0.6,0.2,0.5,1.3,2.5,10.1,534,7.3,16,1.7,4.1,5.7,11.9,3.4,4.1,0.7,3.4,4.2,1.1,0.3,0.9,2.5,4.9,19.8,29,"http://www.basketball-reference.com/players/b/bargnan01.html",2017
"Mouhamed Sene",20.0547945205479,"Center","2009-10",31.3,5,8.9,0,0,5,8.9,0.56,2.5,4.6,3.9,7.4,11.4,0.6,0.8,2.4,1.8,2.4,12.4,907,5.7,10.2,0,0,5.7,10.2,2.9,5.3,4.5,8.6,13.1,0.6,0.9,2.8,2.1,2.7,14.3,29,"http://www.basketball-reference.com/players/s/senesa01.html",2010
"Mouhamed Sene",20.0547945205479,"Center","2010-11",18.6,3.9,7.2,0,0,3.9,7.2,0.545,2.1,3.6,3.3,4.1,7.3,0.3,0.4,1.3,1.4,1.7,9.9,372,7.5,13.8,0,0,7.5,13.8,4,6.9,6.3,7.8,14.1,0.6,0.7,2.5,2.7,3.2,19.1,20,"http://www.basketball-reference.com/players/s/senesa01.html",2011
"Mouhamed Sene",20.0547945205479,"Center","2011-12",16.9,2.5,4.5,0,0,2.5,4.5,0.559,1.2,2.5,2.5,3.3,5.9,0.1,0.5,1.7,0.9,1.7,6.3,254,5.4,9.6,0,0,5.4,9.6,2.6,5.4,5.4,7.1,12.5,0.1,1.1,3.7,1.8,3.7,13.3,15,"http://www.basketball-reference.com/players/s/senesa01.html",2012
"Mouhamed Sene",20.0547945205479,"Center","2012-13",16.7,2.2,4,0,0,2.2,4,0.554,0.9,1.7,2.3,3.1,5.4,0.1,0.6,1.1,1.3,1.8,5.4,500,4.8,8.7,0,0.1,4.8,8.6,1.9,3.7,4.9,6.7,11.6,0.2,1.3,2.3,2.9,4,11.6,30,"http://www.basketball-reference.com/players/s/senesa01.html",2013
"Mouhamed Sene",20.0547945205479,"Center","2013-14",22.3,4.3,5.3,0,0,4.3,5.3,0.813,0,3,1.3,4.3,5.7,0.7,1,0.7,1,2.3,8.7,67,7,8.6,0,0,7,8.6,0,4.8,2.1,7,9.1,1.1,1.6,1.1,1.6,3.8,14,3,"http://www.basketball-reference.com/players/s/senesa01.html",2014
"Thabo Sefolosha",22.0821917808219,"Small Forward and Shooting Guard","2002-03",4.6,0.2,0.6,0,0.2,0.2,0.4,0.333,0.6,1,0,1,1,0.4,0.2,0,0,0.4,1,23,1.6,4.7,0,1.6,1.6,3.1,4.7,7.8,0,7.8,7.8,3.1,1.6,0,0,3.1,7.8,5,"http://www.basketball-reference.com/players/s/sefolth01.html",2003
"Thabo Sefolosha",22.0821917808219,"Small Forward and Shooting Guard","2003-04",16.8,1.6,3.8,0.1,1.1,1.5,2.8,0.43,0.8,1.3,0.9,2.7,3.6,1,1.6,0.3,0.5,1.5,4.1,504,3.4,8.2,0.2,2.3,3.2,5.9,1.6,2.7,1.9,5.8,7.7,2.2,3.4,0.7,1.1,3.3,8.7,30,"http://www.basketball-reference.com/players/s/sefolth01.html",2004
"Thabo Sefolosha",22.0821917808219,"Small Forward and Shooting Guard","2004-05",29.7,3.5,7.2,0.6,2,2.9,5.2,0.525,1.8,2.6,1.5,5.5,7,2.3,1.5,1.1,1.9,2.7,9.4,1305,4.2,8.7,0.7,2.4,3.5,6.3,2.2,3.2,1.9,6.6,8.5,2.8,1.9,1.4,2.3,3.3,11.4,44,"http://www.basketball-reference.com/players/s/sefolth01.html",2005
"Thabo Sefolosha",22.0821917808219,"Small Forward and Shooting Guard","2005-06",30,4.5,9.5,1.1,2.6,3.5,6.9,0.535,1.9,2.8,2.3,4.6,6.9,2.4,2.1,0.6,2.7,3.1,12,901,5.4,11.3,1.3,3.1,4.2,8.2,2.2,3.4,2.8,5.5,8.3,2.8,2.5,0.7,3.2,3.7,14.4,30,"http://www.basketball-reference.com/players/s/sefolth01.html",2006
"Thabo Sefolosha",22.0821917808219,"Small Forward and Shooting Guard","2011-12",26.9,3.9,7.3,1,2,2.9,5.3,0.598,2.7,4.3,0.9,5.1,6,0.9,2.1,0.4,1.7,3,11.4,188,5.2,9.8,1.3,2.7,3.8,7.1,3.6,5.7,1.1,6.9,8,1.1,2.9,0.6,2.3,4,15.3,7,"http://www.basketball-reference.com/players/s/sefolth01.html",2012
"Oleksiy Pecherov",20.5206621004566,"Center","2005-06",21,4,8.6,1,2.9,3.1,5.7,0.528,2.2,2.6,1.8,4.4,6.3,0.2,0.4,1,1.3,1.8,11.2,482,6.9,14.7,1.6,4.9,5.3,9.8,3.7,4.5,3.1,7.6,10.8,0.3,0.7,1.6,2.3,3.1,19.3,23,"http://www.basketball-reference.com/players/p/pecheol01.html",2006
"Oleksiy Pecherov",20.5206621004566,"Center","2010-11",16.7,3,7.3,0.9,3,2.2,4.3,0.476,1.3,1.5,1.5,3.2,4.7,0.1,0.5,0.5,1,1.5,8.3,434,6.6,15.8,1.9,6.4,4.6,9.4,2.8,3.3,3.2,6.9,10,0.2,1.2,1,2.2,3.2,17.8,26,"http://www.basketball-reference.com/players/p/pecheol01.html",2011
"Oleksiy Pecherov",20.5206621004566,"Center","2011-12",34,7,13,4,7,3,6,0.692,2,2,2,6,8,2,1,0,0,0,20,34,7.4,13.8,4.2,7.4,3.2,6.4,2.1,2.1,2.1,6.4,8.5,2.1,1.1,0,0,0,21.2,1,"http://www.basketball-reference.com/players/p/pecheol01.html",2012
"Oleksiy Pecherov",20.5206621004566,"Center","2012-13",17.7,4.5,10.7,1.2,4,3.3,6.7,0.477,1,1.7,1.7,2.2,3.8,0.5,0.5,0.8,1,1.2,11.2,106,9.2,21.7,2.4,8.2,6.8,13.6,2,3.4,3.4,4.4,7.8,1,1,1.7,2,2.4,22.8,6,"http://www.basketball-reference.com/players/p/pecheol01.html",2013
"Oleksiy Pecherov",20.5206621004566,"Center","2013-14",11.7,3.3,4.8,1.8,2.3,1.5,2.5,0.879,0,0,0.3,1.7,2,0,0,0.5,0.7,1.2,8.5,70,10.3,14.9,5.7,7.2,4.6,7.7,0,0,1,5.1,6.2,0,0,1.5,2.1,3.6,26.2,6,"http://www.basketball-reference.com/players/p/pecheol01.html",2014
"Sergio Rodriguez",19.0301369863014,"Point Guard","2004-05",19,3.2,6.2,0.5,1.7,2.6,4.5,0.559,1.3,1.7,0.5,1.2,1.7,2.8,1.1,0,2.2,1.9,8.2,910,6.1,11.7,1,3.2,5,8.5,2.4,3.3,0.9,2.3,3.2,5.4,2.2,0,4.2,3.6,15.5,48,"http://www.basketball-reference.com/players/r/rodrise01.html",2005
"Sergio Rodriguez",19.0301369863014,"Point Guard","2005-06",22.7,3.1,7.4,0.6,2.2,2.5,5.2,0.463,1.4,2.1,0.6,1.8,2.5,4.7,1.3,0.1,3.1,2.4,8.3,1000,5,11.7,0.9,3.5,4,8.2,2.3,3.3,1,2.9,3.9,7.4,2.1,0.1,4.9,3.7,13.1,44,"http://www.basketball-reference.com/players/r/rodrise01.html",2006
"Sergio Rodriguez",19.0301369863014,"Point Guard","2010-11",18.9,2.4,5.8,0.5,1.6,1.9,4.2,0.458,1.3,1.5,0.5,1.1,1.6,2.8,0.6,0,1.6,1.8,6.7,925,4.6,11.1,0.9,3.1,3.7,8,2.5,2.8,0.9,2.1,3,5.4,1.2,0.1,3,3.5,12.7,49,"http://www.basketball-reference.com/players/r/rodrise01.html",2011
"Sergio Rodriguez",19.0301369863014,"Point Guard","2011-12",18.7,2.2,5.1,0.7,1.9,1.5,3.2,0.506,1.2,1.5,0.3,1.5,1.8,4.3,0.8,0,2.2,1.9,6.3,936,4.3,9.7,1.3,3.7,3,6.1,2.3,2.9,0.5,2.9,3.5,8.3,1.5,0.1,4.3,3.7,12.1,50,"http://www.basketball-reference.com/players/r/rodrise01.html",2012
"Sergio Rodriguez",19.0301369863014,"Point Guard","2012-13",18.4,3,7,1.2,3.2,1.8,3.8,0.514,1.2,1.3,0.3,1.6,1.8,4,0.9,0,1.8,1.9,8.3,1157,5.8,13.6,2.3,6.2,3.5,7.4,2.3,2.6,0.5,3.1,3.6,7.8,1.8,0,3.5,3.7,16.3,63,"http://www.basketball-reference.com/players/r/rodrise01.html",2013
"Sergio Rodriguez",19.0301369863014,"Point Guard","2013-14",22.6,4.7,9.4,1.9,4.2,2.8,5.1,0.6,2.1,2.3,0.2,1.7,1.9,5.5,1.3,0.1,2.3,1.7,13.3,1471,7.5,14.9,3,6.8,4.5,8.1,3.3,3.7,0.4,2.7,3.1,8.8,2.1,0.1,3.7,2.7,21.2,65,"http://www.basketball-reference.com/players/r/rodrise01.html",2014
"Sergio Rodriguez",19.0301369863014,"Point Guard","2014-15",21.7,3.5,8.4,1.4,3.6,2.2,4.8,0.502,2,2.4,0.2,1.5,1.7,5.2,1.1,0,1.7,1.8,10.4,1278,5.9,14,2.3,5.9,3.6,8.1,3.3,4,0.4,2.5,2.9,8.6,1.8,0,2.8,3,17.4,59,"http://www.basketball-reference.com/players/r/rodrise01.html",2015
"Sergio Rodriguez",19.0301369863014,"Point Guard","2015-16",24.2,3.9,8.1,1.7,4.3,2.1,3.9,0.584,2.1,2.5,0.3,1.8,2.1,6.1,0.8,0.1,2.3,2,11.6,1406,5.8,12.1,2.6,6.3,3.2,5.7,3.1,3.7,0.4,2.7,3.1,9.1,1.1,0.1,3.5,3,17.2,58,"http://www.basketball-reference.com/players/r/rodrise01.html",2016
"Joel Freeland",19.3122146118721,"Center and Power Forward","2006-07",6.4,0.9,2.2,0,0,0.9,2.2,0.412,0,0.1,0.4,0.7,1.1,0,0.1,0.2,0.3,1,1.9,147,5.1,12.5,0,0,5.1,12.5,0.2,0.5,2.4,3.7,6.1,0.2,0.5,1.2,1.5,5.9,10.5,23,"http://www.basketball-reference.com/players/f/freeljo01.html",2007
"Joel Freeland",19.3122146118721,"Center and Power Forward","2007-08",11.4,2.2,3.6,0,0,2.2,3.6,0.597,0.8,1.2,1.1,1.6,2.7,0.2,0.4,0.4,0.9,2,5.1,468,6.8,11.5,0,0.2,6.8,11.3,2.5,3.8,3.5,5.1,8.6,0.6,1.4,1.3,2.8,6.2,16.2,41,"http://www.basketball-reference.com/players/f/freeljo01.html",2008
"Joel Freeland",19.3122146118721,"Center and Power Forward","2008-09",17.8,4.2,7.1,0,0,4.2,7.1,0.593,1.9,2.9,2,2.8,4.8,0.6,0.5,0.8,1.3,2.1,10.3,571,8.4,14.2,0,0,8.4,14.2,3.9,5.8,4.1,5.5,9.6,1.3,1.1,1.6,2.6,4.3,20.8,32,"http://www.basketball-reference.com/players/f/freeljo01.html",2009
"Joel Freeland",19.3122146118721,"Center and Power Forward","2009-10",20.5,4.9,8.8,0.3,0.9,4.7,7.9,0.573,1.6,2.2,1.8,3.2,5.1,0.6,0.8,0.8,1.4,2.4,11.7,943,8.6,15.5,0.5,1.5,8.2,13.9,2.7,3.8,3.2,5.7,8.9,1.1,1.4,1.3,2.5,4.3,20.5,46,"http://www.basketball-reference.com/players/f/freeljo01.html",2010
"Joel Freeland",19.3122146118721,"Center and Power Forward","2010-11",25.8,5.8,9.8,0.2,0.6,5.6,9.2,0.599,1.7,2.2,2,4.3,6.2,0.9,0.9,0.7,1.6,2.6,13.4,1264,8.1,13.7,0.3,0.9,7.8,12.9,2.3,3.1,2.7,6,8.7,1.2,1.3,1,2.2,3.6,18.8,49,"http://www.basketball-reference.com/players/f/freeljo01.html",2011
"Joel Freeland",19.3122146118721,"Center and Power Forward","2011-12",27.4,5.2,10.2,0.2,1,5,9.1,0.526,2.1,2.9,1.9,5.4,7.2,0.9,0.6,0.5,2.1,1.9,12.8,1235,6.9,13.3,0.3,1.4,6.5,12,2.7,3.8,2.4,7.1,9.5,1.2,0.8,0.6,2.8,2.5,16.8,45,"http://www.basketball-reference.com/players/f/freeljo01.html",2012
"Joel Freeland",19.3122146118721,"Center and Power Forward","2015-16",15.8,2.9,4.9,0,0,2.9,4.9,0.593,1,2,1.5,2.9,4.4,0.3,0.3,0.4,1.1,2,6.8,189,6.7,11.2,0,0,6.7,11.2,2.3,4.6,3.4,6.7,10.1,0.6,0.8,1,2.5,4.6,15.6,12,"http://www.basketball-reference.com/players/f/freeljo01.html",2016
"Joel Freeland",19.3122146118721,"Center and Power Forward","2016-17",5.7,0.6,1.2,0,0,0.6,1.2,0.5,0.4,1,0.5,0.7,1.2,0.1,0.3,0.1,0,1.3,1.6,57,3.8,7.6,0,0,3.8,7.6,2.5,6.3,3.2,4.4,7.6,0.6,1.9,0.6,0,8.2,10.1,10,"http://www.basketball-reference.com/players/f/freeljo01.html",2017
"Kosta Perovic",21.2793378995434,"Center","2002-03",10.4,0.7,1.5,0,0,0.7,1.5,0.444,0.5,0.8,0.8,1.1,1.8,0.2,0.1,0.3,0.3,2.2,1.8,125,2.3,5.2,0,0,2.3,5.2,1.7,2.6,2.6,3.7,6.3,0.6,0.3,0.9,1.2,7.5,6.3,12,"http://www.basketball-reference.com/players/p/perovko01.html",2003
"Kosta Perovic",21.2793378995434,"Center","2003-04",22,3,6.1,0,0,3,6.1,0.491,0.9,1.7,1.9,2.1,4,1,0.4,0.7,1.1,3.3,6.9,198,4.9,10,0,0,4.9,10,1.5,2.7,3.1,3.5,6.5,1.6,0.7,1.1,1.8,5.5,11.3,9,"http://www.basketball-reference.com/players/p/perovko01.html",2004
"Kosta Perovic",21.2793378995434,"Center","2004-05",25.9,3.2,7.3,0,0.1,3.2,7.3,0.432,2.8,4.4,2.1,2.6,4.7,0.9,1.3,0.9,1.8,3.8,9.1,311,4.4,10.2,0,0.1,4.4,10.1,3.8,6.1,2.9,3.6,6.5,1.3,1.7,1.3,2.5,5.3,12.6,12,"http://www.basketball-reference.com/players/p/perovko01.html",2005
"Kosta Perovic",21.2793378995434,"Center","2005-06",26.3,3.7,7.3,0,0,3.7,7.3,0.505,3,4.5,1.9,2.5,4.4,0.4,1.8,0.6,1.7,3.1,10.4,342,5.1,10,0,0,5.1,10,4.1,6.1,2.6,3.4,6,0.5,2.4,0.8,2.3,4.2,14.2,13,"http://www.basketball-reference.com/players/p/perovko01.html",2006
"Kosta Perovic",21.2793378995434,"Center","2006-07",26.4,3.9,7.8,0,0,3.9,7.8,0.5,3.1,4.3,2.4,4,6.4,1.4,1.2,1.2,2,3.3,10.9,528,5.3,10.6,0,0,5.3,10.6,4.2,5.8,3.3,5.4,8.7,1.8,1.6,1.6,2.7,4.5,14.8,20,"http://www.basketball-reference.com/players/p/perovko01.html",2007
"Kosta Perovic",21.2793378995434,"Center","2008-09",19.8,3.8,7.1,0,0,3.8,7.1,0.542,2.4,3.1,1.7,2.5,4.2,0.5,0.8,0.9,1.5,2.2,10.1,891,7,12.9,0,0,7,12.8,4.4,5.6,3,4.5,7.6,0.9,1.5,1.6,2.7,4.1,18.3,45,"http://www.basketball-reference.com/players/p/perovko01.html",2009
"Kosta Perovic",21.2793378995434,"Center","2009-10",21.1,3.3,5.8,0,0,3.3,5.8,0.57,2.5,3.4,1.7,3,4.6,0.4,0.6,0.9,1.3,2.4,9.1,1012,5.7,9.9,0,0,5.7,9.9,4.3,5.7,2.9,5.1,7.9,0.7,1,1.5,2.2,4,15.6,48,"http://www.basketball-reference.com/players/p/perovko01.html",2010
"Kosta Perovic",21.2793378995434,"Center","2010-11",12.1,1.9,3.5,0,0,1.9,3.5,0.549,1,1.4,1,1.3,2.3,0.4,0.5,0.3,0.6,2,4.8,607,5.6,10.3,0,0,5.6,10.3,3,4.3,2.9,3.8,6.7,1.3,1.5,0.9,1.9,5.9,14.3,50,"http://www.basketball-reference.com/players/p/perovko01.html",2011
"Kosta Perovic",21.2793378995434,"Center","2011-12",13.3,1.9,3.5,0,0.1,1.9,3.5,0.533,1.1,1.5,1,2,2.9,0.3,0.3,0.7,0.7,1.7,4.9,573,5.1,9.5,0,0.2,5.1,9.4,3.1,4,2.6,5.3,7.9,0.7,0.8,1.9,1.8,4.5,13.3,43,"http://www.basketball-reference.com/players/p/perovko01.html",2012
"Kosta Perovic",21.2793378995434,"Center","2012-13",9,1.3,3.2,0,0,1.3,3.2,0.396,1,1.3,0.9,1.2,2.1,0.2,0.3,0.2,0.5,1,3.5,395,5,12.7,0,0,5,12.7,3.9,5.2,3.6,4.7,8.3,0.7,1.4,0.9,1.9,4.1,13.9,44,"http://www.basketball-reference.com/players/p/perovko01.html",2013
"Marcus Vinicius",22.0027397260274,"Small Forward","2009-10",26.6,3.6,9.1,1.9,4.6,1.8,4.6,0.496,2,2.5,0.9,2.3,3.2,1.7,1.8,0.4,1.9,2.3,11.1,744,4.9,12.4,2.5,6.2,2.4,6.2,2.7,3.3,1.3,3.1,4.4,2.3,2.4,0.5,2.6,3.1,15,28,"http://www.basketball-reference.com/players/v/vincima01.html",2010
"Lior Eliyahu",20.2739726027397,"Forward","2006-07",21.3,4,7.2,0,0.3,4,7,0.553,2.8,4.3,1.8,3.5,5.3,1.3,0.9,0.5,1.4,2.2,10.8,469,6.8,12.2,0,0.5,6.8,11.7,4.8,7.3,3.1,5.8,8.9,2.2,1.5,0.8,2.4,3.7,18.3,22,"http://www.basketball-reference.com/players/e/eliyali01.html",2007
"Lior Eliyahu",20.2739726027397,"Forward","2007-08",10.1,1.6,2.8,0,0,1.6,2.8,0.549,0.7,1.2,0.2,1.8,1.9,1.1,0.4,0.1,0.5,1,3.8,182,5.5,10.1,0,0,5.5,10.1,2.6,4.4,0.6,6.3,6.9,4,1.6,0.4,1.8,3.6,13.6,18,"http://www.basketball-reference.com/players/e/eliyali01.html",2008
"Lior Eliyahu",20.2739726027397,"Forward","2008-09",26.8,5.8,9.4,0,0.1,5.8,9.3,0.616,2.4,3.6,1.7,4.9,6.6,2.4,0.6,0.3,2.2,2.3,14,429,7.8,12.7,0,0.2,7.8,12.5,3.2,4.8,2.3,6.5,8.8,3.3,0.8,0.3,2.9,3,18.8,16,"http://www.basketball-reference.com/players/e/eliyali01.html",2009
"Lior Eliyahu",20.2739726027397,"Forward","2009-10",16,2.9,5.2,0,0,2.9,5.2,0.548,0.6,1,0.9,1.6,2.5,1.3,0.6,0.4,1.1,1.2,6.3,543,6.4,11.7,0,0,6.4,11.7,1.3,2.2,2,3.7,5.7,2.9,1.3,0.9,2.5,2.7,14.2,34,"http://www.basketball-reference.com/players/e/eliyali01.html",2010
"Lior Eliyahu",20.2739726027397,"Forward","2010-11",20.6,5,8.5,0,0.2,5,8.2,0.593,0.8,1.1,1.1,2.7,3.8,1,0.8,0.5,0.9,1.6,10.9,433,8.7,14.8,0.1,0.4,8.6,14.4,1.4,1.9,1.9,4.7,6.6,1.7,1.4,0.8,1.5,2.8,19,21,"http://www.basketball-reference.com/players/e/eliyali01.html",2011
"Lior Eliyahu",20.2739726027397,"Forward","2011-12",18.4,3.9,6.9,0.1,0.1,3.9,6.8,0.573,0.7,1.2,1.3,1.7,3,1,0.3,0.1,1.2,1.3,8.5,368,7.6,13.4,0.1,0.1,7.5,13.3,1.3,2.3,2.5,3.3,5.9,2,0.5,0.2,2.3,2.5,16.6,20,"http://www.basketball-reference.com/players/e/eliyali01.html",2012
